scrape_time,city_name,locality_name,one_bhk_rent_range,two_bhk_rent_range,three_bhk_rent_range
2019-03-19 11:17,ncr,Sector-5 Dwarka,-,-,Rs. 21280 - 24117
2019-03-19 11:17,ncr,Sector-6 Dwarka,-,Rs. 16830 - 18700,Rs. 20400 - 23120
2019-03-19 11:17,ncr,Sector-7 Dwarka,Rs. 9818 - 10752,Rs. 17765 - 19635,Rs. 20400 - 24480
2019-03-19 11:17,ncr,Sector-8 Dwarka,Rs. 8553 - 9211,-,-
2019-03-19 11:17,ncr,Sector-9 Dwarka,-,Rs. 16830 - 19635,Rs. 21760 - 24480
2019-03-19 11:17,ncr,Sector-10 Dwarka,-,Rs. 16830 - 18700,Rs. 21760 - 24480
2019-03-19 11:17,ncr,Sector-11 Dwarka,Rs. 9775 - 11050,Rs. 16830 - 19635,Rs. 23120 - 25840
2019-03-19 11:17,ncr,Sector-12 Dwarka,-,Rs. 16830 - 18700,Rs. 22168 - 24939
2019-03-19 11:17,ncr,Sector-13 Dwarka,Rs. 8925 - 11900,Rs. 14960 - 17765,Rs. 20400 - 25840
2019-03-19 11:17,ncr,Sector-14 Dwarka,Rs. 9126 - 11614,-,-
2019-03-19 11:17,ncr,Sector-15 Dwarka,-,-,-
2019-03-19 11:17,ncr,Sector-16B Dwarka,Rs. 6885 - 8606,-,-
2019-03-19 11:17,ncr,Sector-17 Dwarka,-,Rs. 14161 - 16660,-
2019-03-19 11:17,ncr,Sector-18 Dwarka,Rs. 9157 - 10465,Rs. 16830 - 18700,Rs. 21038 - 23842
2019-03-19 11:17,ncr,Sector-18A Dwarka,-,Rs. 18742 - 19784,Rs. 22440 - 23842
2019-03-19 11:17,ncr,Sector-18B Dwarka,Rs. 8942 - 10283,Rs. 15300 - 17000,Rs. 20400 - 21760
2019-03-19 11:17,ncr,Sector-19 Dwarka,Rs. 9466 - 12226,Rs. 15172 - 17850,Rs. 22440 - 23842
2019-03-19 11:17,ncr,Sector-19B Dwarka,-,-,Rs. 21026 - 22340
2019-03-19 11:17,ncr,Sector-22 Dwarka,-,Rs. 17340 - 20400,Rs. 20808 - 24970
2019-03-19 11:17,ncr,Sector-23 Dwarka,Rs. 5780 - 7820,Rs. 16011 - 19778,Rs. 22168 - 23554
2019-03-19 11:17,ncr,Sector-23B Dwarka,-,-,-
2019-03-19 11:17,ncr,Sector-24 Dwarka,-,-,-
2019-03-19 11:17,ncr,Adhchini,Rs. 12171 - 13816,-,-
2019-03-19 11:17,ncr,Alaknanda,-,Rs. 23460 - 27540,Rs. 33150 - 39525
2019-03-19 11:17,ncr,Ashram,-,-,-
2019-03-19 11:17,ncr,Aya Nagar,-,Rs. 7721 - 10295,-
2019-03-19 11:17,ncr,Chattarpur,Rs. 7480 - 7948,Rs. 11560 - 13005,Rs. 15640 - 16618
2019-03-19 11:17,ncr,Chattarpur Enclave Phase 1,-,Rs. 11560 - 13005,-
2019-03-19 11:17,ncr,Chattarpur Enclave Phase 2,Rs. 7012 - 7948,Rs. 10838 - 13005,Rs. 18238 - 20517
2019-03-19 11:17,ncr,Chattarpur Extension,-,-,-
2019-03-19 11:17,ncr,C R Park,-,Rs. 23868 - 26622,Rs. 34272 - 41616
2019-03-19 11:17,ncr,Defence Colony,-,Rs. 43138 - 55038,-
2019-03-19 11:17,ncr,Devli,-,-,-
2019-03-19 11:17,ncr,East Of Kailash,-,Rs. 20482 - 24749,Rs. 35843 - 44804
2019-03-19 11:17,ncr,Freedom Fighter Enclave,-,-,Rs. 19992 - 23990
2019-03-19 11:17,ncr,Govind Puri,-,Rs. 14450 - 15895,-
2019-03-19 11:17,ncr,Greater Kailash,Rs. 17106 - 22971,Rs. 35126 - 41182,Rs. 54128 - 67660
2019-03-19 11:17,ncr,Greater Kailash I,-,Rs. 35153 - 46452,Rs. 46240 - 57800
2019-03-19 11:17,ncr,Greater Kailash II,-,Rs. 36338 - 42394,-
2019-03-19 11:17,ncr,Green Park,-,Rs. 34520 - 43814,-
2019-03-19 11:17,ncr,Green Park Extension,-,-,-
2019-03-19 11:17,ncr,Gulmohar Park,-,-,Rs. 56100 - 68000
2019-03-19 11:17,ncr,Hauz Khas,-,-,Rs. 57443 - 72267
2019-03-19 11:17,ncr,Jamia Nagar,-,-,-
2019-03-19 11:17,ncr,Jangpura Extension,-,Rs. 22950 - 26775,Rs. 50575 - 54910
2019-03-19 11:17,ncr,Jasola,Rs. 10200 - 11900,Rs. 15690 - 17932,Rs. 21420 - 23800
2019-03-19 11:17,ncr,Kalkaji,Rs. 8032 - 9945,Rs. 16524 - 19278,-
2019-03-19 11:17,ncr,Kalkaji Extension,-,Rs. 14790 - 16269,-
2019-03-19 11:17,ncr,Khirki Extension,-,Rs. 16618 - 18785,-
2019-03-19 11:17,ncr,Lajpat Nagar,Rs. 12437 - 16048,Rs. 20777 - 25230,-
2019-03-19 11:17,ncr,Lajpat Nagar I,-,Rs. 20952 - 26010,-
2019-03-19 11:17,ncr,Lajpat Nagar II,-,Rs. 21420 - 25245,-
2019-03-19 11:17,ncr,Lajpat Nagar IV,-,Rs. 19125 - 24480,-
2019-03-19 11:17,ncr,Mahipalpur,-,Rs. 9945 - 11271,-
2019-03-19 11:17,ncr,Malviya Nagar,-,Rs. 20655 - 23715,Rs. 35493 - 45048
2019-03-19 11:17,ncr,Munirka,Rs. 5797 - 6545,Rs. 24990 - 26775,Rs. 30345 - 34680
2019-03-19 11:17,ncr,Neb Sarai,-,-,-
2019-03-19 11:17,ncr,S.D.A,-,-,Rs. 56738 - 71868
2019-03-19 11:17,ncr,Safdarjung,Rs. 21420 - 25245,Rs. 37591 - 41480,Rs. 50490 - 59670
2019-03-19 11:17,ncr,Safdarjung Enclave,Rs. 21420 - 25245,Rs. 35126 - 39971,Rs. 50490 - 59670
2019-03-19 11:17,ncr,Saket,-,Rs. 12750 - 17000,-
2019-03-19 11:17,ncr,Sarita Vihar,-,Rs. 18572 - 21505,Rs. 22398 - 26350
2019-03-19 11:17,ncr,Sector-B Vasant Kunj,-,Rs. 24083 - 27405,Rs. 34494 - 38326
2019-03-19 11:17,ncr,Sector-C Vasant Kunj,-,-,Rs. 42840 - 56610
2019-03-19 11:17,ncr,Sector-D Vasant Kunj,Rs. 15895 - 16830,Rs. 23536 - 26675,Rs. 34659 - 38818
2019-03-19 11:17,ncr,Sheikh Sarai,-,-,-
2019-03-19 11:17,ncr,Shivalik,-,-,Rs. 37868 - 47685
2019-03-19 11:17,ncr,Sidharth Ext,-,-,-
2019-03-19 11:17,ncr,South Extension,-,-,-
2019-03-19 11:17,ncr,Sukhdev Vihar,-,-,-
2019-03-19 11:17,ncr,Sultanpur,-,Rs. 11155 - 13780,-
2019-03-19 11:17,ncr,Tughlakabad,-,-,-
2019-03-19 11:17,ncr,Tughlakabad Extension,-,-,-
2019-03-19 11:17,ncr,Vasant Kunj,Rs. 15428 - 16830,Rs. 24650 - 27200,Rs. 36720 - 42160
2019-03-19 11:17,ncr,Vasant Vihar,Rs. 22399 - 30280,-,-
2019-03-19 11:17,ncr,Ashok Vihar,-,Rs. 16437 - 19426,-
2019-03-19 11:17,ncr,Burari,-,-,-
2019-03-19 11:17,ncr,Keshav Puram,-,-,-
2019-03-19 11:17,ncr,Loknayak Puram,-,-,-
2019-03-19 11:17,ncr,Narela,-,-,-
2019-03-19 11:17,ncr,Pitampura,Rs. 10285 - 13090,Rs. 12580 - 16354,Rs. 20400 - 24480
2019-03-19 11:17,ncr,Prashant Vihar,-,-,-
2019-03-19 11:17,ncr,Rohini,-,Rs. 14535 - 17595,Rs. 20757 - 25946
2019-03-19 11:17,ncr,Sector-7 Rohini,-,-,-
2019-03-19 11:17,ncr,Sector-8 Rohini,-,-,-
2019-03-19 11:17,ncr,Sector-9 Rohini,-,Rs. 15682 - 18983,-
2019-03-19 11:17,ncr,Sector-13 Rohini,Rs. 11050 - 12708,Rs. 15262 - 18475,Rs. 20893 - 24027
2019-03-19 11:17,ncr,Sector-14 Rohini,-,-,Rs. 21795 - 28022
2019-03-19 11:17,ncr,Sector-18 Rohini,-,Rs. 14605 - 16596,-
2019-03-19 11:17,ncr,Sector-21 Rohini,-,-,-
2019-03-19 11:17,ncr,Sector-22 Rohini,-,-,-
2019-03-19 11:17,ncr,Sector-23 Rohini,-,-,-
2019-03-19 11:17,ncr,Sector-24 Rohini,-,-,-
2019-03-19 11:17,ncr,Sector-25 Rohini,-,-,-
2019-03-19 11:17,ncr,Sector-28 Rohini,-,-,-
2019-03-19 11:17,ncr,Sector-29 Rohini,-,-,-
2019-03-19 11:17,ncr,Sector-34 Rohini,-,-,-
2019-03-19 11:17,ncr,Shalimar Bagh,-,-,-
2019-03-19 11:17,ncr,West Enclave,-,-,-
2019-03-19 11:17,gurgaon,A Block Sushant Lok Phase - I,-,-,Rs. 59245 - 63985
2019-03-19 11:17,gurgaon,Ardee City,-,-,Rs. 27961 - 34540
2019-03-19 11:17,gurgaon,DLF CITY,-,-,Rs. 42500 - 52700
2019-03-19 11:17,gurgaon,DLF CITY PHASE 1,-,Rs. 23588 - 29248,-
2019-03-19 11:17,gurgaon,DLF CITY PHASE 2,-,-,Rs. 39015 - 46240
2019-03-19 11:17,gurgaon,DLF CITY PHASE 3,-,-,-
2019-03-19 11:17,gurgaon,DLF CITY PHASE 4,-,Rs. 27795 - 33354,Rs. 32465 - 37460
2019-03-19 11:17,gurgaon,DLF CITY PHASE 5,-,Rs. 26350 - 29750,Rs. 31258 - 35889
2019-03-19 11:17,gurgaon,Dwarka Expressway Gurgaon,Rs. 6864 - 9031,Rs. 9775 - 12708,Rs. 13821 - 17967
2019-03-19 11:17,gurgaon,Golf Course Ext. Road,Rs. 11098 - 13709,Rs. 24480 - 28560,Rs. 29529 - 36091
2019-03-19 11:17,gurgaon,Golf Course Road,-,Rs. 28511 - 33109,-
2019-03-19 11:17,gurgaon,Gurgaon-Faridabad Road,-,-,-
2019-03-19 11:17,gurgaon,Gwal Pahari,-,Rs. 14681 - 15545,Rs. 18488 - 20952
2019-03-19 11:17,gurgaon,Heritage City,-,Rs. 34391 - 39304,-
2019-03-19 11:17,gurgaon,IMT Manesar,-,-,-
2019-03-19 11:17,gurgaon,Malibu Town,-,-,Rs. 23229 - 27584
2019-03-19 11:17,gurgaon,MG Road,-,-,Rs. 38189 - 47002
2019-03-19 11:17,gurgaon,New Gurgaon,-,Rs. 9775 - 11730,Rs. 13821 - 16585
2019-03-19 11:17,gurgaon,NH-8,-,Rs. 11414 - 15218,Rs. 15166 - 19302
2019-03-19 11:17,gurgaon,Nirvana Country,-,Rs. 23800 - 26180,Rs. 27200 - 32300
2019-03-19 11:17,gurgaon,Palam Vihar,Rs. 16337 - 17391,Rs. 22270 - 23384,Rs. 27203 - 27203
2019-03-19 11:17,gurgaon,Rampura,-,-,-
2019-03-19 11:17,gurgaon,Rosewood,-,Rs. 21596 - 23196,Rs. 23375 - 26562
2019-03-19 11:17,gurgaon,Sector-1 Imt Manesar,-,-,-
2019-03-19 11:17,gurgaon,Sector-1A IMT Manesar,-,-,-
2019-03-19 11:17,gurgaon,Sector-2 Gurgaon,-,Rs. 16524 - 17442,-
2019-03-19 11:17,gurgaon,Sector-7 Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-15 Gurgaon,Rs. 12679 - 14600,Rs. 14450 - 19508,Rs. 22644 - 25160
2019-03-19 11:17,gurgaon,Sector-22 Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-28 Gurgaon,Rs. 11732 - 12607,Rs. 28994 - 33826,Rs. 35924 - 44906
2019-03-19 11:17,gurgaon,Sector-30 Gurgaon,-,-,Rs. 45268 - 50926
2019-03-19 11:17,gurgaon,Sector-31 Gurgaon,-,-,Rs. 41954 - 45602
2019-03-19 11:17,gurgaon,Sector-33 Gurgaon,-,Rs. 19242 - 22741,Rs. 21675 - 24225
2019-03-19 11:17,gurgaon,Sector-37 Gurgaon,-,Rs. 10812 - 11893,Rs. 11498 - 14053
2019-03-19 11:17,gurgaon,Sector-37C Gurgaon,-,Rs. 13260 - 14365,Rs. 12325 - 13558
2019-03-19 11:17,gurgaon,Sector-37D Gurgaon,-,Rs. 10812 - 11893,Rs. 11498 - 14053
2019-03-19 11:17,gurgaon,Sector-41 Gurgaon,-,Rs. 29555 - 33632,Rs. 35062 - 40672
2019-03-19 11:17,gurgaon,Sector-42 Gurgaon,Rs. 15810 - 18445,-,Rs. 49613 - 60466
2019-03-19 11:17,gurgaon,Sector-43 Gurgaon,-,Rs. 20840 - 26451,Rs. 31220 - 37166
2019-03-19 11:17,gurgaon,Sector-45 Gurgaon,-,-,Rs. 22670 - 27203
2019-03-19 11:17,gurgaon,Sector-46 Gurgaon,-,Rs. 16004 - 20449,Rs. 22766 - 27826
2019-03-19 11:17,gurgaon,Sector-47 Gurgaon,-,Rs. 18625 - 20177,Rs. 29957 - 36615
2019-03-19 11:17,gurgaon,Sector-48 Gurgaon,Rs. 27975 - 38784,Rs. 36285 - 43088,Rs. 30600 - 36720
2019-03-19 11:17,gurgaon,Sector-49 Gurgaon,Rs. 11475 - 13540,Rs. 18700 - 23800,Rs. 27112 - 31630
2019-03-19 11:17,gurgaon,Sector-50 Gurgaon,-,Rs. 23800 - 26180,Rs. 27200 - 32300
2019-03-19 11:17,gurgaon,Sector-51 Gurgaon,-,-,Rs. 23906 - 30281
2019-03-19 11:17,gurgaon,Sector-52 Gurgaon,Rs. 18785 - 20995,Rs. 25143 - 29478,-
2019-03-19 11:17,gurgaon,Sector-53 Gurgaon,-,Rs. 33235 - 36168,Rs. 46002 - 54366
2019-03-19 11:17,gurgaon,Sector-54 Gurgaon,-,-,Rs. 68813 - 87411
2019-03-19 11:17,gurgaon,Sector-55 Gurgaon,-,-,Rs. 23800 - 28262
2019-03-19 11:17,gurgaon,Sector-56 Gurgaon,Rs. 12258 - 13857,Rs. 18118 - 21569,Rs. 23800 - 26775
2019-03-19 11:17,gurgaon,Sector-57 Gurgaon,-,Rs. 16796 - 20995,Rs. 28050 - 33660
2019-03-19 11:17,gurgaon,Sector-58 Gurgaon,-,Rs. 33691 - 41177,Rs. 42500 - 45900
2019-03-19 11:17,gurgaon,Sector-60 Gurgaon,-,Rs. 27907 - 31396,Rs. 30685 - 33915
2019-03-19 11:17,gurgaon,Sector-61 Gurgaon,-,Rs. 24847 - 28988,Rs. 29878 - 33022
2019-03-19 11:17,gurgaon,Sector-62 Gurgaon,-,-,Rs. 31195 - 35874
2019-03-19 11:17,gurgaon,Sector-63 Gurgaon,-,Rs. 22603 - 23545,Rs. 27525 - 28835
2019-03-19 11:17,gurgaon,Sector-63A Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-65 Gurgaon,-,Rs. 20862 - 22467,Rs. 47606 - 54407
2019-03-19 11:17,gurgaon,Sector-66 Gurgaon,-,Rs. 26228 - 29974,Rs. 30719 - 36863
2019-03-19 11:17,gurgaon,Sector-67 Gurgaon,-,Rs. 26392 - 28688,Rs. 30437 - 38046
2019-03-19 11:17,gurgaon,Sector-69 Gurgaon,-,-,Rs. 20967 - 22200
2019-03-19 11:17,gurgaon,Sector-70 Gurgaon,-,Rs. 20655 - 21802,Rs. 16766 - 21237
2019-03-19 11:17,gurgaon,Sector-70A Gurgaon,-,Rs. 18523 - 20839,Rs. 21548 - 22984
2019-03-19 11:17,gurgaon,Sector-71 Gurgaon,-,-,Rs. 17989 - 19373
2019-03-19 11:17,gurgaon,Sector-72 Gurgaon,-,Rs. 23481 - 26244,Rs. 29117 - 32542
2019-03-19 11:17,gurgaon,Sector-76 Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-77 Gurgaon,-,-,Rs. 14078 - 15161
2019-03-19 11:17,gurgaon,Sector-78 Gurgaon,-,-,Rs. 12240 - 12240
2019-03-19 11:17,gurgaon,Sector-80 Gurgaon,-,-,Rs. 15300 - 16830
2019-03-19 11:17,gurgaon,Sector-81 Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-82 Gurgaon,-,Rs. 10149 - 12686,Rs. 13864 - 15250
2019-03-19 11:17,gurgaon,Sector-82A Gurgaon,-,-,Rs. 24276 - 25704
2019-03-19 11:17,gurgaon,Sector-83 Gurgaon,-,-,Rs. 15769 - 18397
2019-03-19 11:17,gurgaon,Sector-84 Gurgaon,-,Rs. 10556 - 11516,Rs. 12928 - 14365
2019-03-19 11:17,gurgaon,Sector-85 Gurgaon,-,Rs. 9050 - 12067,Rs. 10940 - 13370
2019-03-19 11:17,gurgaon,Sector-88A Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-88B Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-89 A Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-89 Gurgaon,-,Rs. 7704 - 10271,Rs. 9520 - 10880
2019-03-19 11:17,gurgaon,Sector-90 Gurgaon,-,-,Rs. 12370 - 16493
2019-03-19 11:17,gurgaon,Sector-91 Gurgaon,-,-,Rs. 12294 - 12294
2019-03-19 11:17,gurgaon,Sector-92 Gurgaon,-,Rs. 8288 - 9945,Rs. 9860 - 12325
2019-03-19 11:17,gurgaon,Sector-93 Gurgaon,-,Rs. 10540 - 11594,Rs. 12355 - 13728
2019-03-19 11:17,gurgaon,Sector-95 Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-95A Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-99A Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-102 Gurgaon,-,-,Rs. 14340 - 17207
2019-03-19 11:17,gurgaon,Sector-103 Gurgaon,-,Rs. 8758 - 10948,Rs. 11206 - 12607
2019-03-19 11:17,gurgaon,Sector-104 Gurgaon,-,Rs. 11220 - 13260,Rs. 14521 - 17161
2019-03-19 11:17,gurgaon,Sector-107 Gurgaon,-,Rs. 11050 - 12155,Rs. 11791 - 14739
2019-03-19 11:17,gurgaon,Sector-108 Gurgaon,-,Rs. 9180 - 12240,Rs. 13515 - 16218
2019-03-19 11:17,gurgaon,Sector-109 Gurgaon,-,-,Rs. 14476 - 17371
2019-03-19 11:17,gurgaon,Sector-110 A Gurgaon,-,Rs. 16524 - 18360,Rs. 20398 - 23536
2019-03-19 11:17,gurgaon,Sector-110 Gurgaon,-,Rs. 16524 - 18360,Rs. 20398 - 23536
2019-03-19 11:17,gurgaon,Sector-111 Gurgaon,-,-,Rs. 18255 - 21063
2019-03-19 11:17,gurgaon,Sector-112 Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sector-113 Gurgaon,-,-,-
2019-03-19 11:17,gurgaon,Sohna Road,-,Rs. 19224 - 23802,Rs. 27647 - 32255
2019-03-19 11:17,gurgaon,South City,-,Rs. 28964 - 34956,Rs. 28274 - 39046
2019-03-19 11:17,gurgaon,South City 1,-,Rs. 28372 - 34242,-
2019-03-19 11:17,gurgaon,Southern Peripheral Road,-,Rs. 19508 - 20655,Rs. 18513 - 22216
2019-03-19 11:17,gurgaon,Sun City,-,-,-
2019-03-19 11:17,gurgaon,Sushant Lok,-,Rs. 20400 - 25296,Rs. 34558 - 38877
2019-03-19 11:17,gurgaon,Sushant Lok Phase - 1,-,Rs. 20400 - 25296,Rs. 34558 - 38877
2019-03-19 11:17,gurgaon,Sushant Lok Phase - 2,-,-,Rs. 21760 - 25840
2019-03-19 11:17,gurgaon,Sushant Lok Phase - 3,-,Rs. 17578 - 23171,-
2019-03-19 11:17,gurgaon,Vigyan Vihar,-,-,Rs. 20464 - 24556
2019-03-19 11:17,noida,Arun Vihar,-,Rs. 12716 - 17484,Rs. 21458 - 22889
2019-03-19 11:17,noida,Baraula,-,-,-
2019-03-19 11:17,noida,Block C Sector-44 Noida,-,-,-
2019-03-19 11:17,noida,Chhalera,-,-,-
2019-03-19 11:17,noida,Hajipur,-,-,-
2019-03-19 11:17,noida,Noida-Greater Noida Expressway,Rs. 10180 - 11585,Rs. 10078 - 11757,Rs. 13698 - 16188
2019-03-19 11:17,noida,Noida Extension,Rs. 3481 - 3978,Rs. 5414 - 6962,Rs. 7562 - 8643
2019-03-19 11:17,noida,Sector-16B Noida,-,-,-
2019-03-19 11:17,noida,Sector-21 Noida,-,Rs. 12811 - 15213,Rs. 15658 - 18067
2019-03-19 11:17,noida,Sector-25 Noida,-,Rs. 12138 - 14566,Rs. 19266 - 24771
2019-03-19 11:17,noida,Sector-28 Noida,-,Rs. 20456 - 23865,Rs. 23120 - 26010
2019-03-19 11:17,noida,Sector-29 Noida,Rs. 7242 - 8147,Rs. 14960 - 17765,Rs. 20260 - 24312
2019-03-19 11:17,noida,Sector-30 Noida,-,-,Rs. 19762 - 21080
2019-03-19 11:17,noida,Sector-34 Noida,Rs. 7018 - 9211,Rs. 15147 - 15988,Rs. 16891 - 17947
2019-03-19 11:17,noida,Sector-37 Noida,-,Rs. 12920 - 16150,Rs. 22338 - 25316
2019-03-19 11:17,noida,Sector-44 Noida,-,-,Rs. 26520 - 31492
2019-03-19 11:17,noida,Sector-45 Noida,-,Rs. 14103 - 15866,Rs. 16575 - 19125
2019-03-19 11:17,noida,Sector-46 Noida,-,Rs. 10948 - 12512,Rs. 13750 - 16041
2019-03-19 11:17,noida,Sector-48 Noida,-,-,Rs. 17821 - 19441
2019-03-19 11:17,noida,Sector-49 Noida,-,-,-
2019-03-19 11:17,noida,Sector-50 Noida,-,Rs. 13438 - 15230,Rs. 17612 - 21386
2019-03-19 11:17,noida,Sector-51 Noida,Rs. 9353 - 10690,Rs. 13120 - 15744,-
2019-03-19 11:17,noida,Sector-52 Noida,Rs. 9125 - 11046,Rs. 13464 - 13464,Rs. 18177 - 19576
2019-03-19 11:17,noida,Sector-53 Noida,-,Rs. 10276 - 11067,-
2019-03-19 11:17,noida,Sector-61 Noida,-,Rs. 12277 - 14165,Rs. 17128 - 19762
2019-03-19 11:17,noida,Sector-62 Noida,-,Rs. 11404 - 14035,Rs. 15300 - 17850
2019-03-19 11:17,noida,Sector-70 Noida,-,Rs. 12125 - 12934,Rs. 13670 - 14912
2019-03-19 11:17,noida,Sector-71 Noida,Rs. 7657 - 9571,-,-
2019-03-19 11:17,noida,Sector-73 Noida,Rs. 4801 - 6001,-,-
2019-03-19 11:17,noida,Sector-74 Noida,-,Rs. 12495 - 13388,-
2019-03-19 11:17,noida,Sector-75 Noida,-,Rs. 10710 - 12495,Rs. 12665 - 16464
2019-03-19 11:17,noida,Sector-76 Noida,-,Rs. 10231 - 11936,Rs. 12070 - 13277
2019-03-19 11:17,noida,Sector-77 Noida,Rs. 7946 - 8364,Rs. 11216 - 13804,Rs. 14754 - 17437
2019-03-19 11:17,noida,Sector-78 Noida,Rs. 7925 - 10127,Rs. 11337 - 13082,Rs. 11900 - 15470
2019-03-19 11:17,noida,Sector-79 Noida,-,-,-
2019-03-19 11:17,noida,Sector-82 Noida,Rs. 6962 - 8354,Rs. 9331 - 10180,Rs. 10159 - 11288
2019-03-19 11:17,noida,Sector-92 Noida,-,-,-
2019-03-19 11:17,noida,Sector-93 B Noida,-,Rs. 13388 - 15172,Rs. 20145 - 22831
2019-03-19 11:17,noida,Sector-93 Noida,-,Rs. 11768 - 14484,Rs. 16779 - 22372
2019-03-19 11:17,noida,Sector-94 Noida,-,-,-
2019-03-19 11:17,noida,Sector-99 Noida,-,-,Rs. 14918 - 17901
2019-03-19 11:17,noida,Sector-100 Noida,-,Rs. 13348 - 15402,Rs. 16830 - 18232
2019-03-19 11:17,noida,Sector-104 Noida,-,-,Rs. 28626 - 31807
2019-03-19 11:17,noida,Sector-107 Noida,-,Rs. 14025 - 14960,Rs. 17360 - 18695
2019-03-19 11:17,noida,Sector-108 Noida,-,-,-
2019-03-19 11:17,noida,Sector-110 Noida,-,Rs. 10781 - 12578,Rs. 13922 - 15188
2019-03-19 11:17,noida,Sector-117 Noida,-,Rs. 5760 - 7041,Rs. 6969 - 7744
2019-03-19 11:17,noida,Sector-118 Noida,-,-,-
2019-03-19 11:17,noida,Sector-119 Noida,-,Rs. 9750 - 10724,Rs. 10452 - 13064
2019-03-19 11:17,noida,Sector-120 Noida,Rs. 8124 - 8576,Rs. 9266 - 10108,Rs. 10167 - 12426
2019-03-19 11:17,noida,Sector-121 Noida,-,Rs. 9476 - 11055,Rs. 19938 - 22430
2019-03-19 11:17,noida,Sector-128 Noida,Rs. 12282 - 15172,Rs. 12515 - 15644,Rs. 24089 - 27795
